CustomerID,Recency,Frequency,Monetary,CustomerSegment
14222,177,1,10.5,Lost Customers
14223,92,3,46.699999999999996,Lost Customers
14224,110,3,50.95,Lost Customers
14226,70,3,122.7,Other
14227,85,8,171.87,Best Customers
14231,183,2,88.4,Lost Customers
14232,115,4,83.7,Other
14233,211,1,67.6,Lost Customers
14235,75,5,350.0,Best Customers
14236,80,1,13.200000000000001,Almost Lost
14239,71,8,164.31,Best Customers
14240,225,1,19.799999999999997,Lost Customers
14241,183,1,17.700000000000003,Lost Customers
14242,234,1,25.5,Lost Customers
14243,95,4,120.45,Loyal Customers
14245,219,2,28.5,Lost Customers
14246,110,3,62.25000000000001,Lost Customers
14247,278,1,9.95,Lost Customers
14250,89,1,19.8,Lost Customers
14256,260,1,10.2,Lost Customers
14257,123,3,115.65,Big Spenders
14258,89,6,668.0,Loyal Customers
14259,141,1,33.0,Lost Customers
14261,78,1,19.799999999999997,Almost Lost
14262,84,4,104.4,Best Customers
14264,154,2,55.2,Lost Customers
14267,162,3,45.480000000000004,Lost Customers
14271,225,1,7.800000000000001,Lost Customers
14272,73,2,35.5,Almost Lost
14273,136,3,62.400000000000006,Lost Customers
14276,98,2,45.7,Lost Customers
14280,196,1,14.850000000000001,Lost Customers
14282,81,9,175.34,Best Customers
14284,86,1,14.850000000000001,Lost Customers
14285,75,2,189.50000000000003,Other
14286,242,1,20.4,Lost Customers
14287,198,2,47.28,Lost Customers
14288,213,1,35.400000000000006,Lost Customers
14289,134,4,105.83999999999999,Loyal Customers
14290,81,1,15.0,Almost Lost
14291,120,7,138.28,Loyal Customers
14292,88,5,111.17999999999999,Loyal Customers
14293,147,1,20.8,Lost Customers
14297,274,1,39.8,Lost Customers
14298,72,27,1389.81,Best Customers
14299,78,2,27.900000000000002,Almost Lost
14301,117,1,60.0,Lost Customers
14304,222,1,30.0,Lost Customers
14305,71,3,35.6,Almost Lost
14306,85,1,102.0,Other
14307,88,4,64.74000000000001,Other
14309,93,4,116.7,Loyal Customers
14311,242,1,10.2,Lost Customers
14312,91,3,51.4,Lost Customers
14314,106,1,4.8,Lost Customers
14315,129,5,103.89999999999999,Loyal Customers
14320,206,1,5.04,Lost Customers
14321,73,3,21.84,Almost Lost
14323,114,2,35.7,Lost Customers
14326,242,1,60.0,Lost Customers
14327,163,1,39.599999999999994,Lost Customers
14329,108,3,70.65,Lost Customers
14331,124,2,32.85,Lost Customers
14332,147,1,104.04,Big Spenders
14334,93,5,73.25,Other
14336,198,3,56.400000000000006,Lost Customers
14338,161,2,25.950000000000003,Lost Customers
14339,242,1,17.4,Lost Customers
14340,218,1,27.0,Lost Customers
14341,130,4,79.8,Other
14342,137,2,88.0,Lost Customers
14344,127,5,63.150000000000006,Other
14346,120,1,15.0,Lost Customers
14348,260,1,91.80000000000001,Lost Customers
14350,274,1,19.8,Lost Customers
14351,164,1,51.0,Lost Customers
14352,157,4,148.0,Loyal Customers
14353,215,1,3.9000000000000004,Lost Customers
14356,79,2,35.4,Almost Lost
14359,87,1,17.4,Lost Customers
14360,94,1,10.2,Lost Customers
14364,108,8,562.06,Loyal Customers
14367,75,12,298.91,Best Customers
14375,185,1,2.95,Lost Customers
14377,191,2,195.14999999999998,Big Spenders
14383,163,1,34.0,Lost Customers
14387,74,2,31.5,Almost Lost
14388,91,5,80.67,Other
14389,190,1,33.0,Lost Customers
14390,144,3,46.339999999999996,Lost Customers
14393,218,1,17.25,Lost Customers
14395,78,5,38.3,Other
14397,79,11,383.92,Best Customers
14400,149,1,15.0,Lost Customers
14401,80,9,222.0,Best Customers
14403,130,4,278.1,Loyal Customers
14404,108,3,112.8,Big Spenders
14406,119,1,20.8,Lost Customers
14407,107,6,471.85,Loyal Customers
14408,94,6,119.60000000000001,Loyal Customers
14409,71,3,52.1,Almost Lost
14410,92,8,108.88,Loyal Customers
14412,72,1,17.4,Almost Lost
14414,91,6,61.839999999999996,Other
14415,98,6,72.7,Other
14418,108,1,9.899999999999999,Lost Customers
14419,73,2,11.05,Almost Lost
14420,99,1,19.799999999999997,Lost Customers
14421,211,1,19.799999999999997,Lost Customers
14422,70,3,97.9,Other
14423,218,1,163.2,Big Spenders
14426,140,4,76.8,Other
14428,79,2,91.32000000000001,Almost Lost
14432,89,1,1.17,Lost Customers
14434,72,1,69.6,Almost Lost
14436,98,1,12.5,Lost Customers
14440,72,1,35.400000000000006,Almost Lost
14441,94,2,50.400000000000006,Lost Customers
14443,138,1,5.04,Lost Customers
14446,80,2,8.45,Almost Lost
14447,196,2,46.5,Lost Customers
14449,246,1,3.9,Lost Customers
14450,180,2,5.6000000000000005,Lost Customers
14451,194,1,8.4,Lost Customers
14452,93,1,0.75,Lost Customers
14453,190,1,5.75,Lost Customers
14456,73,5,12.46,Other
14459,155,1,76.5,Lost Customers
14460,110,2,79.19999999999999,Lost Customers
14461,148,3,49.5,Lost Customers
14462,84,7,64.37,Other
14463,98,3,229.79999999999998,Big Spenders
14465,246,2,7.09,Lost Customers
14466,73,4,149.1,Best Customers
14472,103,5,39.14,Other
14473,74,2,123.16,Other
14475,71,2,24.660000000000004,Almost Lost
14476,257,1,5.9,Lost Customers
14477,184,1,179.0,Big Spenders
14479,253,1,17.700000000000003,Lost Customers
14481,164,1,15.6,Lost Customers
14482,99,2,4.15,Lost Customers
14483,281,1,8.850000000000001,Lost Customers
14487,82,3,29.15,Almost Lost
14489,207,1,29.88,Lost Customers
14491,175,1,19.799999999999997,Lost Customers
14493,155,1,40.8,Lost Customers
14495,121,1,20.8,Lost Customers
14498,116,3,34.69,Lost Customers
14499,133,2,16.349999999999998,Lost Customers
14500,88,3,84.75,Lost Customers
14501,183,1,27.04,Lost Customers
14502,149,5,194.84,Loyal Customers
14503,70,2,36.7,Almost Lost
14504,243,3,20.17,Lost Customers
14505,109,4,27.35,Other
14506,162,2,41.550000000000004,Lost Customers
14507,101,4,82.05,Other
14508,89,1,8.25,Lost Customers
14511,92,2,43.54,Lost Customers
14512,187,2,24.15,Lost Customers
14513,100,2,190.24,Big Spenders
14514,201,1,12.75,Lost Customers
14515,191,2,32.35,Lost Customers
14517,141,1,31.2,Lost Customers
14522,71,3,145.79999999999998,Other
14523,108,1,12.5,Lost Customers
14524,71,7,139.41,Best Customers
14525,100,5,54.989999999999995,Other
14527,71,29,298.07,Best Customers
14529,77,2,2.79,Almost Lost
14530,93,4,26.9,Other
14532,236,1,16.95,Lost Customers
14533,89,2,64.32,Lost Customers
14534,95,11,169.65,Loyal Customers
14535,127,2,23.4,Lost Customers
14536,259,1,0.85,Lost Customers
14538,256,1,35.7,Lost Customers
14540,75,1,3.4,Almost Lost
14541,168,3,67.45,Lost Customers
14542,185,1,17.0,Lost Customers
14543,73,11,367.45,Best Customers
14546,77,3,31.080000000000002,Almost Lost
14548,150,1,81.6,Lost Customers
14551,204,1,12.64,Lost Customers
14552,151,1,3.38,Lost Customers
14553,218,1,5.9,Lost Customers
14557,85,1,69.6,Almost Lost
14560,94,11,568.5999999999999,Loyal Customers
14561,75,3,34.2,Almost Lost
14562,78,8,137.97000000000003,Best Customers
14565,95,3,47.76,Lost Customers
14567,130,1,35.400000000000006,Lost Customers
14570,280,2,6.75,Lost Customers
14572,110,4,61.2,Other
14573,179,7,35.4,Other
14577,163,2,16.2,Lost Customers
14583,144,4,18.35,Other
14584,169,4,31.5,Other
14586,276,1,15.0,Lost Customers
14587,184,5,31.5,Other
14591,213,1,50.0,Lost Customers
14593,198,2,8.15,Lost Customers
14595,85,1,14.040000000000001,Almost Lost
14597,191,1,37.5,Lost Customers
14603,274,1,150.0,Big Spenders
14606,72,50,661.1,Best Customers
14607,261,1,165.0,Big Spenders
14608,85,1,90.0,Almost Lost
14609,72,3,457.56,Other
14616,242,1,158.4,Big Spenders
14619,245,1,19.9,Lost Customers
14620,205,2,18.18,Lost Customers
14621,156,2,61.5,Lost Customers
14622,184,1,20.8,Lost Customers
14623,116,3,12.86,Lost Customers
14625,196,1,17.0,Lost Customers
14626,122,2,23.5,Lost Customers
14628,91,2,54.6,Lost Customers
14631,235,1,17.700000000000003,Lost Customers
14632,262,1,15.9,Lost Customers
14633,266,1,15.8,Lost Customers
14636,268,1,19.5,Lost Customers
14639,120,2,38.55,Lost Customers
14640,127,4,136.65,Loyal Customers
14643,170,1,6.959999999999999,Lost Customers
14645,156,2,39.099999999999994,Lost Customers
14647,201,1,9.9,Lost Customers
14649,72,3,37.9,Almost Lost
14651,211,1,1.1400000000000001,Lost Customers
14652,77,1,4.25,Almost Lost
14655,70,2,40.2,Almost Lost
14656,169,2,22.7,Lost Customers
14657,155,2,26.1,Lost Customers
14658,117,1,2.95,Lost Customers
14659,78,5,54.900000000000006,Other
14660,86,2,8.64,Lost Customers
14662,234,2,8.05,Lost Customers
14665,89,1,39.6,Lost Customers
14667,74,12,206.53,Best Customers
14669,241,1,8.25,Lost Customers
14670,280,2,13.9,Lost Customers
14672,234,1,15.9,Lost Customers
14676,78,5,341.4,Best Customers
14680,71,10,1515.72,Best Customers
14681,71,3,120.0,Other
14682,187,2,52.0,Lost Customers
14684,81,2,2.7,Almost Lost
14687,106,1,10.2,Lost Customers
14688,70,12,543.46,Best Customers
14689,208,1,7.95,Lost Customers
14690,151,1,15.299999999999999,Lost Customers
14691,71,4,161.1,Best Customers
14692,137,2,8.4,Lost Customers
14693,264,1,4.25,Lost Customers
14696,71,4,53.92,Other
14697,218,2,22.63,Lost Customers
14699,214,1,12.600000000000001,Lost Customers
14700,189,2,2.95,Lost Customers
14701,172,5,130.55,Loyal Customers
14702,78,5,24.7,Other
14704,81,3,10.93,Almost Lost
14705,198,1,179.0,Big Spenders
14708,154,1,119.39999999999999,Big Spenders
14709,71,8,151.7,Best Customers
14711,91,9,382.85,Loyal Customers
14712,75,2,62.650000000000006,Almost Lost
14713,99,6,79.82000000000001,Other
14715,94,1,8.7,Lost Customers
14716,148,1,6.24,Lost Customers
14719,179,2,24.65,Lost Customers
14720,89,2,30.9,Lost Customers
14722,147,1,7.95,Lost Customers
14727,274,1,50.849999999999994,Lost Customers
14730,107,5,28.65,Other
14731,205,2,31.349999999999998,Lost Customers
14732,88,5,101.76,Loyal Customers
14733,110,5,188.18,Loyal Customers
14735,81,21,803.94,Best Customers
14737,128,1,170.0,Big Spenders
14738,133,4,69.75,Other
14739,94,2,171.18,Big Spenders
14740,197,3,42.239999999999995,Lost Customers
14741,113,2,76.15,Lost Customers
14745,112,4,74.8,Other
14747,249,1,33.9,Lost Customers
14748,123,2,25.679999999999996,Lost Customers
14753,87,1,17.85,Lost Customers
14755,73,6,149.19,Best Customers
14757,75,1,34.5,Almost Lost
14758,144,4,83.32,Other
14759,112,2,37.75,Lost Customers
14762,263,1,15.0,Lost Customers
14765,112,2,15.95,Lost Customers
14766,80,4,88.53,Other
14768,127,1,35.400000000000006,Lost Customers
14769,82,5,105.94,Best Customers
14770,232,1,15.299999999999999,Lost Customers
14772,112,1,17.4,Lost Customers
14775,137,1,19.799999999999997,Lost Customers
14776,105,7,175.79999999999998,Loyal Customers
14778,127,1,15.0,Lost Customers
14779,280,1,22.5,Lost Customers
14780,79,1,20.8,Almost Lost
14790,119,2,22.380000000000003,Lost Customers
14794,203,3,49.650000000000006,Lost Customers
14795,166,1,31.8,Lost Customers
14796,94,9,109.83,Loyal Customers
14798,144,1,15.0,Lost Customers
14800,75,7,33.36,Other
14803,162,2,179.45,Big Spenders
14806,75,1,10.5,Almost Lost
14808,74,7,182.3,Best Customers
14810,103,6,92.48,Loyal Customers
14816,197,1,9.95,Lost Customers
14817,200,2,21.25,Lost Customers
14818,73,3,17.5,Almost Lost
14819,192,1,19.92,Lost Customers
14820,75,2,40.8,Almost Lost
14823,180,3,19.45,Lost Customers
14824,73,2,179.0,Other
14825,89,5,105.0,Loyal Customers
14828,196,2,259.34000000000003,Big Spenders
14829,184,1,11.7,Lost Customers
14834,71,3,98.7,Other
14837,89,4,58.51,Other
14840,267,1,15.0,Lost Customers
14841,179,2,45.6,Lost Customers
14842,95,2,45.9,Lost Customers
14844,123,3,81.80000000000001,Lost Customers
14847,148,1,25.0,Lost Customers
14849,95,9,183.48,Loyal Customers
14851,256,1,10.2,Lost Customers
14852,96,5,104.15,Loyal Customers
14853,211,1,19.799999999999997,Lost Customers
14854,78,7,200.7,Best Customers
14855,119,2,50.39999999999999,Lost Customers
14857,148,1,25.5,Lost Customers
14859,80,2,23.479999999999997,Almost Lost
14862,148,1,4.0,Lost Customers
14866,80,4,602.2500000000001,Best Customers
14867,185,2,29.919999999999998,Lost Customers
14868,71,5,91.19999999999999,Other
14869,103,1,19.9,Lost Customers
14870,261,1,14.850000000000001,Lost Customers
14871,178,2,13.89,Lost Customers
14873,210,1,25.5,Lost Customers
14875,107,2,77.10000000000001,Lost Customers
14878,82,5,95.5,Best Customers
14880,77,2,30.3,Almost Lost
14883,73,4,38.92,Other
14885,131,1,20.4,Lost Customers
14886,252,1,39.8,Lost Customers
14887,79,1,72.0,Almost Lost
14888,207,1,16.5,Lost Customers
14890,253,1,10.2,Lost Customers
14891,148,2,43.5,Lost Customers
14894,85,1,40.8,Almost Lost
14895,91,12,376.0,Loyal Customers
14896,204,1,17.700000000000003,Lost Customers
14897,88,1,19.799999999999997,Lost Customers
14898,134,2,94.16,Big Spenders
14901,73,4,89.76,Other
14903,124,4,45.7,Other
14905,157,2,121.19999999999999,Big Spenders
14907,99,2,23.16,Lost Customers
14908,74,1,9.9,Almost Lost
14913,183,2,13.440000000000001,Lost Customers
14915,91,2,57.480000000000004,Lost Customers
14916,70,3,22.32,Almost Lost
14918,115,2,85.80000000000001,Lost Customers
14920,212,2,34.2,Lost Customers
14921,201,1,25.200000000000003,Lost Customers
14924,245,1,47.400000000000006,Lost Customers
14944,77,7,193.57,Best Customers
14947,72,2,70.32,Almost Lost
14948,71,5,83.52000000000001,Other
14951,79,1,1.92,Almost Lost
14952,71,6,460.2,Best Customers
14957,253,1,5.0,Lost Customers
14958,147,3,47.9,Lost Customers
14959,109,2,30.200000000000003,Lost Customers
14960,171,1,67.5,Lost Customers
14961,81,5,151.20000000000002,Best Customers
14962,270,1,14.850000000000001,Lost Customers
14963,183,1,5.85,Lost Customers
14964,247,1,12.75,Lost Customers
14965,96,2,77.08,Lost Customers
14970,137,2,107.25,Big Spenders
14972,128,1,12.75,Lost Customers
14973,107,3,74.7,Lost Customers
14976,101,3,32.6,Lost Customers
14978,72,2,43.35000000000001,Almost Lost
14981,246,1,16.5,Lost Customers
14984,180,1,3.38,Lost Customers
14985,198,1,4.95,Lost Customers
14988,211,1,1.66,Lost Customers
14995,280,1,2.5,Lost Customers
14997,88,2,32.64,Lost Customers
14998,170,2,7.85,Lost Customers
15002,115,1,35.400000000000006,Lost Customers
15004,147,1,3.3,Lost Customers
15005,78,18,87.41,Other
15007,159,1,15.0,Lost Customers
15014,176,1,33.15,Lost Customers
15016,172,1,7.95,Lost Customers
15018,252,1,13.950000000000001,Lost Customers
15019,266,1,0.85,Lost Customers
15021,86,5,20.32,Other
15023,116,6,65.25,Other
15024,113,2,41.699999999999996,Lost Customers
15026,80,3,22.2,Almost Lost
15027,168,3,169.2,Big Spenders
15030,71,2,125.4,Other
15031,110,2,4.949999999999999,Lost Customers
15032,256,1,16.5,Lost Customers
15033,109,5,44.650000000000006,Other
15034,70,4,56.730000000000004,Other
15035,89,1,3.75,Lost Customers
15036,72,3,28.270000000000003,Almost Lost
15038,187,3,15.940000000000001,Lost Customers
15039,80,26,627.6500000000001,Best Customers
15041,170,1,4.15,Lost Customers
15042,199,1,76.5,Lost Customers
15044,75,7,107.73,Best Customers
15045,151,2,95.28000000000002,Big Spenders
15046,96,6,207.64999999999998,Loyal Customers
15047,269,1,12.600000000000001,Lost Customers
15048,116,2,16.75,Lost Customers
15049,273,1,1.7,Lost Customers
15050,71,2,37.5,Almost Lost
15051,150,1,8.25,Lost Customers
15053,156,2,29.25,Lost Customers
15057,275,1,269.09999999999997,Big Spenders
15058,81,5,83.1,Other
15059,107,4,22.869999999999997,Other
15061,73,23,3417.7,Best Customers
15062,71,2,35.8,Almost Lost
15063,213,1,30.599999999999998,Lost Customers
15065,164,2,32.7,Lost Customers
15067,78,3,72.9,Almost Lost
15068,256,1,13.5,Lost Customers
15069,179,1,12.75,Lost Customers
15071,93,2,155.8,Big Spenders
15073,185,2,79.67999999999999,Lost Customers
15074,105,1,34.68,Lost Customers
15075,77,1,33.2,Almost Lost
15076,172,1,21.9,Lost Customers
15078,74,17,319.15,Best Customers
15079,212,2,88.4,Lost Customers
15081,86,2,39.8,Lost Customers
15083,256,1,34.8,Lost Customers
15087,281,1,24.96,Lost Customers
15089,94,3,41.61,Lost Customers
15092,215,2,54.15,Lost Customers
15093,116,2,270.29999999999995,Big Spenders
15095,103,4,85.2,Other
15098,182,3,39916.5,Big Spenders
15099,84,1,14.75,Almost Lost
15103,86,1,23.4,Lost Customers
15104,196,2,56.4,Lost Customers
15105,86,3,49.36,Lost Customers
15106,141,3,46.74,Lost Customers
15109,245,1,15.0,Lost Customers
15110,126,1,10.2,Lost Customers
15114,71,8,133.22,Best Customers
15116,134,2,117.8,Big Spenders
15117,120,2,37.3,Lost Customers
15118,134,1,244.8,Big Spenders
15119,245,1,33.9,Lost Customers
15120,133,1,39.6,Lost Customers
15122,114,2,32.3,Lost Customers
15123,206,1,15.299999999999999,Lost Customers
15124,191,1,7.800000000000001,Lost Customers
15125,113,12,1427.04,Loyal Customers
15128,126,3,58.4,Lost Customers
15129,106,9,621.45,Loyal Customers
15130,169,1,15.0,Lost Customers
15132,105,3,48.60000000000001,Lost Customers
15133,127,2,79.56,Lost Customers
15134,72,5,104.48,Best Customers
15135,239,1,19.5,Lost Customers
15136,96,1,29.880000000000003,Lost Customers
15139,239,1,9.36,Lost Customers
15140,79,6,128.16,Best Customers
15143,225,1,19.799999999999997,Lost Customers
15144,71,11,364.5,Best Customers
15145,227,2,25.2,Lost Customers
15146,164,1,19.8,Lost Customers
15147,240,1,15.0,Lost Customers
15149,133,1,17.0,Lost Customers
15150,73,7,155.86,Best Customers
15152,84,7,132.79000000000002,Best Customers
15154,75,1,2.95,Almost Lost
15157,154,1,9.36,Lost Customers
15159,89,16,506.62,Loyal Customers
15163,192,1,69.3,Lost Customers
15164,208,1,2.1,Lost Customers
15172,70,4,60.3,Other
15175,71,1,17.4,Almost Lost
15178,260,1,19.5,Lost Customers
15179,233,2,169.5,Big Spenders
15181,175,2,81.0,Lost Customers
15182,154,2,36.6,Lost Customers
15184,190,1,11.9,Lost Customers
15185,70,1,15.600000000000001,Almost Lost
15186,168,1,31.6,Lost Customers
15187,70,8,706.16,Best Customers
15189,91,29,1904.71,Loyal Customers
15192,119,2,45.3,Lost Customers
15194,78,8,149.85000000000002,Best Customers
15197,252,1,39.0,Lost Customers
15198,92,2,33.32,Lost Customers
15199,94,2,340.0,Big Spenders
15201,87,5,203.98,Loyal Customers
15203,79,4,50.339999999999996,Other
15205,85,2,22.650000000000002,Almost Lost
15206,99,3,96.6,Big Spenders
15208,163,1,51.0,Lost Customers
15210,225,1,14.75,Lost Customers
15212,241,1,11.6,Lost Customers
15214,75,3,44.58,Almost Lost
15215,96,1,17.700000000000003,Lost Customers
15216,87,1,63.6,Lost Customers
15218,74,8,452.6,Best Customers
15219,176,1,79.80000000000001,Lost Customers
15220,115,5,109.8,Loyal Customers
15223,225,2,80.7,Lost Customers
15225,234,1,15.0,Lost Customers
15227,215,1,15.8,Lost Customers
15228,129,2,39.599999999999994,Lost Customers
15230,239,2,94.80000000000001,Big Spenders
15232,113,2,34.0,Lost Customers
15234,276,1,15.0,Lost Customers
15235,217,3,61.5,Lost Customers
15237,78,3,46.22,Almost Lost
15238,95,2,23.520000000000003,Lost Customers
15239,78,1,15.0,Almost Lost
15240,84,3,62.88000000000001,Almost Lost
15241,73,7,125.1,Best Customers
15243,74,1,12.48,Almost Lost
15244,248,1,19.799999999999997,Lost Customers
15245,134,3,80.0,Lost Customers
15246,238,1,10.2,Lost Customers
15247,122,1,81.6,Lost Customers
15249,91,11,296.55,Loyal Customers
15251,91,8,879.06,Loyal Customers
15252,183,1,19.799999999999997,Lost Customers
15253,88,3,65.25,Lost Customers
15254,127,1,16.8,Lost Customers
15256,148,1,16.5,Lost Customers
15257,283,1,33.9,Lost Customers
15258,168,2,33.5,Lost Customers
15260,100,5,98.9,Loyal Customers
15261,135,1,4.5600000000000005,Lost Customers
15263,106,1,17.4,Lost Customers
15265,151,2,32.55,Lost Customers
15267,155,2,401.76,Big Spenders
15270,117,2,43.900000000000006,Lost Customers
15271,94,8,114.94,Loyal Customers
15272,86,1,26.099999999999998,Lost Customers
15280,172,1,0.72,Lost Customers
15281,136,6,143.52,Loyal Customers
15287,70,1,90.0,Almost Lost
15288,155,3,83.10000000000001,Lost Customers
15289,137,2,30.240000000000002,Lost Customers
15290,79,9,271.0,Best Customers
15291,94,8,548.63,Loyal Customers
15292,201,1,3.3,Lost Customers
15296,109,4,56.75,Other
15298,92,4,1063.4,Loyal Customers
15299,164,2,1200.0,Big Spenders
15301,72,10,868.3,Best Customers
15304,85,6,235.45,Best Customers
15306,92,2,119.4,Big Spenders
15307,95,1,22.5,Lost Customers
15308,274,1,19.9,Lost Customers
15311,73,44,2613.55,Best Customers
15312,75,3,41.8,Almost Lost
15313,110,1,52.0,Lost Customers
15314,199,1,5.04,Lost Customers
15315,116,1,18.0,Lost Customers
15319,283,1,11.9,Lost Customers
15321,70,2,92.7,Other
15322,85,1,8.5,Almost Lost
15325,103,1,1.25,Lost Customers
15329,134,2,25.5,Lost Customers
15333,208,1,22.5,Lost Customers
15334,156,3,21.54,Lost Customers
15341,80,1,102.0,Other
15342,129,1,15.299999999999999,Lost Customers
15343,87,1,25.5,Lost Customers
15344,74,1,12.5,Almost Lost
15348,72,1,15.0,Almost Lost
15349,158,2,18.4,Lost Customers
15351,79,1,1.65,Almost Lost
15353,254,1,21.9,Lost Customers
15356,71,6,24.2,Other
15358,74,12,225.92,Best Customers
15364,95,2,104.75999999999999,Big Spenders
15365,81,3,224.40000000000003,Other
15366,75,1,30.0,Almost Lost
15367,245,2,32.1,Lost Customers
15370,71,3,111.1,Other
15372,137,1,88.80000000000001,Lost Customers
15373,115,5,106.75,Loyal Customers
15374,128,1,91.8,Lost Customers
15376,117,2,20.299999999999997,Lost Customers
15379,169,4,107.56,Loyal Customers
15380,86,2,36.9,Lost Customers
15381,213,2,349.95000000000005,Big Spenders
15382,84,4,113.70000000000002,Best Customers
15384,169,1,15.299999999999999,Lost Customers
15386,186,1,23.400000000000002,Lost Customers
15389,172,1,500.0,Big Spenders
15392,88,1,13.200000000000001,Lost Customers
15393,281,1,9.899999999999999,Lost Customers
15394,78,2,44.2,Almost Lost
15396,112,1,68.0,Lost Customers
15398,78,1,16.5,Almost Lost
15399,79,1,16.5,Almost Lost
15400,92,5,331.9,Loyal Customers
15402,148,2,64.2,Lost Customers
15405,189,1,61.199999999999996,Lost Customers
15407,183,2,5.08,Lost Customers
15408,264,1,4.95,Lost Customers
15410,84,8,219.97,Best Customers
15411,70,3,41.1,Almost Lost
15412,171,1,102.0,Big Spenders
15414,242,1,15.299999999999999,Lost Customers
15416,155,3,49.65,Lost Customers
15417,85,1,15.6,Almost Lost
15421,215,2,47.8,Lost Customers
15424,254,2,48.72,Lost Customers
15426,257,1,4.2,Lost Customers
15429,75,1,9.95,Almost Lost
15433,213,2,23.46,Lost Customers
15434,107,3,41.62,Lost Customers
15436,234,1,1.25,Lost Customers
15437,262,1,3.3,Lost Customers
15438,131,1,11.8,Lost Customers
15440,136,2,5.8,Lost Customers
15442,248,1,297.0,Big Spenders
15443,73,2,22.349999999999998,Almost Lost
15445,264,1,20.4,Lost Customers
15449,185,2,41.6,Lost Customers
15452,71,2,32.650000000000006,Almost Lost
15453,92,4,32.150000000000006,Other
15456,283,2,8.05,Lost Customers
15457,262,1,1.25,Lost Customers
15462,94,3,54.599999999999994,Lost Customers
15465,82,10,1953.2499999999998,Best Customers
15466,85,1,5.1,Almost Lost
15467,145,2,40.2,Lost Customers
15469,120,1,35.400000000000006,Lost Customers
15472,113,1,2.08,Lost Customers
15475,77,1,17.85,Almost Lost
15482,165,2,57.56,Lost Customers
15483,161,4,10.64,Other
15484,78,1,13.52,Almost Lost
15488,92,1,15.0,Lost Customers
15489,211,1,19.5,Lost Customers
15491,95,6,181.20000000000002,Loyal Customers
15492,74,1,5.04,Almost Lost
15493,149,3,15.48,Lost Customers
15494,121,1,1.68,Lost Customers
15498,84,16,632.49,Best Customers
15500,81,1,7.800000000000001,Almost Lost
15502,89,5,424.5,Loyal Customers
15504,81,1,7.5,Almost Lost
15505,84,4,114.98,Best Customers
15506,138,1,7.95,Lost Customers
15507,171,1,7.95,Lost Customers
15508,189,6,52.010000000000005,Other
15511,85,1,9.95,Almost Lost
15512,155,1,19.799999999999997,Lost Customers
15513,94,12,509.11,Loyal Customers
15514,225,2,52.5,Lost Customers
15517,233,1,7.56,Lost Customers
15518,124,4,16.89,Other
15521,94,7,207.85,Loyal Customers
15522,87,1,2.52,Lost Customers
15523,84,1,232.50000000000003,Other
15527,89,4,27.73,Other
15528,254,1,3.75,Lost Customers
15529,87,6,75.8,Other
15530,149,3,13.34,Lost Customers
15532,131,2,16.950000000000003,Lost Customers
15533,82,2,39.75,Almost Lost
15535,173,2,13.149999999999999,Lost Customers
15537,163,1,1.25,Lost Customers
15541,114,1,2.08,Lost Customers
15544,119,4,47.85,Other
15547,82,7,47.45,Other
15549,77,2,38.25,Almost Lost
15550,106,2,13.2,Lost Customers
15552,217,1,5.9,Lost Customers
15554,277,1,15.9,Lost Customers
15555,78,8,99.14999999999999,Best Customers
15561,149,3,121.79999999999998,Big Spenders
15563,200,1,36.25,Lost Customers
15565,70,1,16.5,Almost Lost
15568,73,1,9.36,Almost Lost
15569,103,4,671.76,Loyal Customers
15570,141,3,34.05,Lost Customers
15571,78,1,24.900000000000002,Almost Lost
15572,109,4,22.55,Other
15573,85,1,0.21,Almost Lost
15574,177,1,17.0,Lost Customers
15577,151,2,15.9,Lost Customers
15578,162,1,7.95,Lost Customers
15581,120,9,2737.25,Loyal Customers
15582,100,2,29.85,Lost Customers
15584,72,2,10.030000000000001,Almost Lost
15585,176,1,15.9,Lost Customers
15587,89,2,182.16000000000003,Big Spenders
15589,255,2,45.3,Lost Customers
15593,70,1,15.0,Almost Lost
15594,81,3,46.519999999999996,Almost Lost
15596,100,3,38.05,Lost Customers
15599,204,1,27.04,Lost Customers
15601,89,5,119.66,Loyal Customers
15602,70,2,39.8,Almost Lost
15603,78,1,34.56,Almost Lost
15605,89,2,30.300000000000004,Lost Customers
15606,119,5,273.92,Loyal Customers
15608,120,1,17.0,Lost Customers
15609,184,1,19.8,Lost Customers
15611,70,9,389.42,Best Customers
15615,105,14,308.34,Loyal Customers
15618,92,3,64.8,Lost Customers
15620,220,1,16.5,Lost Customers
15622,86,8,172.74,Loyal Customers
15623,141,1,17.700000000000003,Lost Customers
15624,116,4,73.05000000000001,Other
15625,103,4,70.2,Other
15626,74,1,10.2,Almost Lost
15628,98,4,75.9,Other
15630,204,1,19.799999999999997,Lost Customers
15632,121,6,132.06,Loyal Customers
15636,89,2,50.400000000000006,Lost Customers
15639,134,1,39.8,Lost Customers
15640,78,7,252.9,Best Customers
15641,105,3,34.71,Lost Customers
15643,191,3,114.4,Big Spenders
15644,166,4,12.600000000000001,Other
15646,157,2,37.6,Lost Customers
15648,204,2,35.25,Lost Customers
15651,260,1,5.04,Lost Customers
15652,91,1,30.0,Lost Customers
15653,92,2,432.11999999999995,Big Spenders
15655,243,1,15.9,Lost Customers
15656,178,2,27.810000000000002,Lost Customers
15658,190,3,32.5,Lost Customers
